               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.028174,            0.018807,            0.003788,             0.96729,             0.76801,             0.87512,             0.44412,            0.045829,             0.17168,           0.0061853,           0.0045275,           0.0045275,           0.0045275
                 157,            0.028104,            0.020639,           0.0041501,               0.967,              0.8418,             0.89887,             0.48673,            0.034377,             0.15357,            0.004576,           0.0044809,           0.0044809,           0.0044809
                 158,            0.029006,             0.01957,           0.0038986,             0.96698,             0.80219,             0.88519,             0.45549,            0.041378,             0.17418,           0.0061585,           0.0044345,           0.0044345,           0.0044345
                 159,             0.02911,             0.01966,           0.0037993,             0.96429,             0.79196,             0.88501,             0.52128,            0.040961,                0.19,           0.0060758,           0.0043884,           0.0043884,           0.0043884
                 160,            0.029798,            0.018795,           0.0048045,             0.91626,             0.82794,             0.88005,             0.46593,            0.042371,              0.1954,           0.0069311,           0.0043425,           0.0043425,           0.0043425
                 161,            0.026921,            0.020856,           0.0043471,             0.96015,              0.7757,             0.86758,             0.51908,            0.038254,             0.17703,           0.0058583,           0.0042969,           0.0042969,           0.0042969
                 162,            0.028236,            0.018003,           0.0046832,             0.93862,             0.80822,             0.88338,             0.51085,            0.058468,             0.20076,           0.0078973,           0.0042515,           0.0042515,           0.0042515
                 163,            0.028367,            0.017944,           0.0042151,             0.93752,              0.8213,             0.93825,             0.47452,            0.039583,             0.18809,           0.0065355,           0.0042065,           0.0042065,           0.0042065
                 164,            0.027505,            0.019788,            0.003836,             0.93755,             0.72472,             0.86522,             0.41124,            0.067461,              0.2324,           0.0088538,           0.0041617,           0.0041617,           0.0041617
                 165,            0.027044,             0.01983,           0.0037262,             0.93048,             0.66406,             0.80845,             0.46393,            0.076922,             0.27122,           0.0090411,           0.0041172,           0.0041172,           0.0041172
                 166,            0.028147,            0.017777,           0.0036675,             0.93491,             0.74004,             0.87437,             0.51412,            0.042898,              0.2395,            0.007486,            0.004073,            0.004073,            0.004073
                 167,             0.02803,            0.018036,           0.0032747,             0.84602,             0.78661,             0.87225,             0.49594,            0.030334,             0.24001,           0.0076413,           0.0040291,           0.0040291,           0.0040291
                 168,            0.026903,            0.018039,           0.0036146,             0.95634,             0.83978,             0.89559,             0.50799,            0.029478,             0.16874,           0.0044008,           0.0039855,           0.0039855,           0.0039855
                 169,            0.027719,            0.018382,           0.0034741,             0.95316,             0.84566,             0.89449,             0.51334,             0.03011,             0.16445,           0.0041969,           0.0039422,           0.0039422,           0.0039422
                 170,            0.027324,            0.018945,           0.0035083,             0.89972,             0.83442,             0.89255,             0.44993,            0.034978,             0.18225,           0.0048903,           0.0038993,           0.0038993,           0.0038993
                 171,            0.027876,             0.02082,           0.0036152,              0.9549,             0.64886,             0.81302,             0.47104,            0.037947,             0.24367,           0.0082454,           0.0038567,           0.0038567,           0.0038567
                 172,             0.02621,            0.018537,           0.0035745,             0.97635,             0.68617,             0.83606,             0.46406,            0.041321,              0.2068,            0.011642,           0.0038144,           0.0038144,           0.0038144
                 173,            0.025304,             0.01764,           0.0034419,             0.90864,             0.78953,             0.92635,             0.47912,            0.037326,             0.19308,            0.013262,           0.0037725,           0.0037725,           0.0037725
                 174,            0.024941,            0.017838,           0.0034224,             0.96633,             0.77552,             0.88978,             0.48512,            0.045956,             0.18275,            0.011535,           0.0037309,           0.0037309,           0.0037309
                 175,            0.025894,            0.020434,           0.0033405,             0.97404,             0.72783,             0.83056,             0.45403,            0.039235,             0.20885,            0.010037,           0.0036897,           0.0036897,           0.0036897
                 176,            0.027006,              0.0184,           0.0033843,             0.94914,             0.78662,              0.8896,             0.43567,            0.030763,             0.18791,           0.0076135,           0.0036489,           0.0036489,           0.0036489
                 177,            0.026344,            0.016912,           0.0034172,             0.94357,             0.78887,             0.89813,             0.46215,            0.037271,             0.19494,           0.0073558,           0.0036084,           0.0036084,           0.0036084
                 178,             0.02485,            0.018078,           0.0033247,             0.98436,             0.80495,             0.89488,              0.4244,            0.041506,               0.177,           0.0052166,           0.0035683,           0.0035683,           0.0035683
                 179,            0.026555,            0.018462,           0.0033216,             0.95713,             0.79698,             0.88341,             0.44137,            0.039407,             0.19153,           0.0059155,           0.0035286,           0.0035286,           0.0035286
                 180,            0.025973,            0.018535,           0.0032813,             0.85943,             0.88481,             0.93035,             0.46801,            0.036888,             0.20746,           0.0069627,           0.0034892,           0.0034892,           0.0034892
                 181,            0.024075,              0.0169,           0.0032667,             0.82833,             0.86937,              0.9202,             0.44935,            0.045655,             0.22568,           0.0079534,           0.0034503,           0.0034503,           0.0034503
                 182,            0.024662,            0.019244,           0.0032077,              0.9162,              0.6678,             0.80192,             0.42563,            0.069456,             0.26713,           0.0096908,           0.0034118,           0.0034118,           0.0034118
                 183,            0.025733,            0.024675,           0.0032678,             0.99191,             0.78967,             0.93208,             0.47836,            0.038913,              0.1851,           0.0048639,           0.0033737,           0.0033737,           0.0033737
                 184,            0.024976,            0.018979,           0.0039811,             0.96746,             0.94414,             0.98634,             0.48226,            0.025579,             0.10594,           0.0026057,            0.003336,            0.003336,            0.003336
                 185,            0.025235,            0.019626,           0.0037806,             0.99495,             0.92954,             0.99068,             0.58226,             0.02721,            0.097161,           0.0027124,           0.0032987,           0.0032987,           0.0032987
                 186,            0.024262,            0.020087,           0.0034411,             0.95806,             0.79582,             0.95712,              0.5644,            0.034763,             0.15542,           0.0032682,           0.0032618,           0.0032618,           0.0032618
                 187,            0.025389,            0.016807,           0.0033944,                   1,             0.68208,             0.88197,             0.52055,            0.040292,             0.22211,           0.0063079,           0.0032254,           0.0032254,           0.0032254
                 188,            0.024393,            0.020663,           0.0028986,             0.87682,             0.76254,             0.86087,             0.45364,            0.039126,                0.22,           0.0072231,           0.0031894,           0.0031894,           0.0031894
                 189,            0.024454,            0.018664,            0.003203,             0.88703,             0.81981,             0.86823,             0.46061,            0.037151,             0.19108,           0.0057691,           0.0031539,           0.0031539,           0.0031539
                 190,            0.025139,            0.017531,           0.0031569,             0.99507,             0.77544,             0.91258,             0.52901,             0.03022,             0.15624,           0.0037653,           0.0031188,           0.0031188,           0.0031188
                 191,            0.024379,            0.016752,           0.0033664,             0.96496,             0.78172,             0.89189,             0.48216,            0.042407,               0.174,           0.0043915,           0.0030841,           0.0030841,           0.0030841
                 192,            0.023133,            0.017158,            0.002939,             0.91979,             0.80442,             0.89256,             0.51681,            0.053416,             0.18891,           0.0056941,           0.0030499,           0.0030499,           0.0030499
                 193,            0.024294,            0.016309,           0.0032281,             0.81993,             0.85926,             0.92534,              0.4772,            0.063968,             0.21459,           0.0079215,           0.0030162,           0.0030162,           0.0030162
                 194,            0.023587,            0.016164,           0.0026457,             0.88079,             0.86062,             0.92509,             0.51213,            0.053485,              0.2126,            0.007656,            0.002983,            0.002983,            0.002983
                 195,            0.024286,            0.017523,            0.002702,             0.90191,             0.84492,             0.93247,             0.47982,            0.052249,             0.20344,           0.0070887,           0.0029502,           0.0029502,           0.0029502
                 196,            0.023591,            0.017228,           0.0031365,             0.87707,             0.90439,             0.93306,             0.52072,            0.055898,             0.19394,           0.0069299,           0.0029179,           0.0029179,           0.0029179
                 197,            0.024033,            0.015615,           0.0027661,                   1,              0.7757,             0.93046,             0.47632,            0.059502,             0.18645,           0.0064604,           0.0028862,           0.0028862,           0.0028862
                 198,             0.02493,            0.017711,           0.0033301,              0.9998,             0.74435,             0.92766,             0.48881,            0.068024,             0.19293,           0.0073041,           0.0028548,           0.0028548,           0.0028548
                 199,            0.024612,            0.016648,           0.0029109,             0.91732,             0.84738,             0.92639,             0.56279,            0.066702,             0.19195,            0.007826,            0.002824,            0.002824,            0.002824
                 200,            0.024391,            0.017116,           0.0026769,             0.92704,              0.8591,             0.92622,             0.48945,            0.069406,             0.18979,           0.0090988,           0.0027937,           0.0027937,           0.0027937
                 201,            0.024741,            0.018689,           0.0034316,             0.96319,             0.78618,             0.92222,             0.54647,            0.059903,             0.18211,           0.0077597,           0.0027639,           0.0027639,           0.0027639
                 202,            0.023875,            0.017558,           0.0029215,              0.9996,             0.82761,             0.93006,              0.4822,            0.054059,             0.17585,           0.0071237,           0.0027346,           0.0027346,           0.0027346
                 203,            0.024239,            0.017447,            0.002886,                   1,             0.80796,             0.92872,             0.50124,            0.053674,             0.18914,           0.0078543,           0.0027059,           0.0027059,           0.0027059
                 204,            0.022856,            0.017866,            0.002834,             0.86122,             0.90104,             0.93203,             0.46694,            0.062914,             0.20417,           0.0080147,           0.0026776,           0.0026776,           0.0026776
                 205,            0.023083,             0.01729,           0.0029791,              0.8806,             0.83484,             0.88887,             0.47288,            0.060368,             0.20421,           0.0075258,           0.0026499,           0.0026499,           0.0026499
                 206,            0.023343,            0.016818,           0.0028217,             0.93735,             0.77956,             0.88232,              0.4954,            0.061465,             0.20553,           0.0078762,           0.0026227,           0.0026227,           0.0026227
                 207,            0.023502,            0.016526,             0.00262,              0.9408,             0.81365,             0.90268,             0.51416,            0.060621,             0.19906,           0.0076705,            0.002596,            0.002596,            0.002596
                 208,            0.023002,            0.017965,           0.0030746,             0.98731,             0.79811,              0.9312,              0.4954,            0.058133,             0.18718,           0.0074587,           0.0025699,           0.0025699,           0.0025699
                 209,            0.022365,            0.017274,           0.0029033,             0.93671,             0.85689,             0.93624,             0.50732,            0.049983,              0.1794,           0.0076607,           0.0025443,           0.0025443,           0.0025443
                 210,            0.021749,            0.018823,           0.0024741,             0.93863,              0.8489,             0.92747,             0.48234,            0.052321,             0.18846,           0.0089671,           0.0025193,           0.0025193,           0.0025193
                 211,             0.02294,            0.020561,           0.0028983,             0.93762,             0.84542,              0.9294,             0.47773,            0.052393,             0.19541,           0.0094597,           0.0024948,           0.0024948,           0.0024948
                 212,            0.023924,            0.016724,           0.0026411,             0.90462,             0.86834,             0.93734,             0.53767,            0.048702,             0.19021,           0.0076193,           0.0024708,           0.0024708,           0.0024708
                 213,            0.023456,            0.017095,           0.0032663,             0.92928,              0.7769,             0.88008,             0.50409,            0.058693,              0.2175,           0.0084126,           0.0024475,           0.0024475,           0.0024475
                 214,            0.022578,             0.01694,           0.0029766,             0.93932,             0.79707,             0.93215,             0.48726,            0.058918,             0.20794,           0.0090482,           0.0024246,           0.0024246,           0.0024246
                 215,            0.022911,            0.019063,           0.0023974,             0.87158,             0.85134,             0.93378,              0.4669,            0.059875,             0.21735,            0.010608,           0.0024024,           0.0024024,           0.0024024
                 216,            0.022595,             0.01795,           0.0032214,             0.94025,             0.86055,             0.92584,             0.48077,            0.057486,             0.20365,            0.010581,           0.0023807,           0.0023807,           0.0023807
                 217,            0.022697,            0.017094,           0.0028024,             0.93486,             0.81789,             0.92696,             0.48113,            0.061502,             0.21769,            0.010572,           0.0023596,           0.0023596,           0.0023596
                 218,            0.022624,            0.016736,           0.0027588,               0.931,             0.76658,             0.83978,             0.46997,            0.063494,              0.2054,           0.0089584,            0.002339,            0.002339,            0.002339
                 219,            0.022891,            0.019281,           0.0026977,             0.98936,             0.84134,             0.89603,               0.513,            0.058894,             0.17481,           0.0074228,           0.0023191,           0.0023191,           0.0023191
                 220,            0.023195,            0.017956,           0.0025085,             0.96898,             0.82477,             0.92872,             0.53252,            0.052209,             0.17793,           0.0083184,           0.0022997,           0.0022997,           0.0022997
                 221,            0.021534,            0.017598,           0.0025103,              0.9751,             0.85398,             0.93302,              0.5018,            0.049446,             0.17869,           0.0081167,           0.0022809,           0.0022809,           0.0022809
                 222,            0.022057,            0.016454,           0.0023377,             0.94246,             0.88011,             0.93494,             0.51294,            0.049058,             0.17954,           0.0070929,           0.0022627,           0.0022627,           0.0022627
                 223,            0.021611,            0.018562,           0.0022506,             0.89659,             0.86646,             0.93237,             0.48932,            0.054539,             0.19663,           0.0085099,           0.0022451,           0.0022451,           0.0022451
                 224,            0.022497,            0.020087,           0.0025741,             0.91802,             0.87502,             0.94021,             0.48696,            0.045491,             0.18344,            0.007043,            0.002228,            0.002228,            0.002228
                 225,            0.022107,            0.016716,           0.0024032,             0.95328,              0.8813,             0.94608,             0.49946,            0.041284,             0.16163,           0.0051367,           0.0022116,           0.0022116,           0.0022116
                 226,             0.02283,            0.015912,           0.0028126,             0.95656,             0.85518,              0.9422,              0.4605,            0.042717,             0.17082,            0.006696,           0.0021958,           0.0021958,           0.0021958
                 227,            0.022087,            0.017184,           0.0024068,             0.94089,             0.87162,             0.92923,             0.46758,            0.047242,             0.18645,           0.0099966,           0.0021805,           0.0021805,           0.0021805
                 228,            0.022173,            0.019291,           0.0027621,               0.967,             0.81136,             0.92607,             0.44165,            0.054766,             0.19902,            0.011457,           0.0021659,           0.0021659,           0.0021659
                 229,            0.020706,            0.016944,           0.0023539,             0.93783,             0.82615,             0.92708,             0.44463,            0.055094,             0.20581,            0.011171,           0.0021519,           0.0021519,           0.0021519
                 230,            0.020826,            0.015784,           0.0024189,             0.91014,             0.87821,             0.93192,             0.46782,             0.05195,             0.19716,            0.010421,           0.0021385,           0.0021385,           0.0021385
                 231,            0.022714,            0.018081,           0.0022565,             0.93897,             0.83452,             0.92993,             0.43605,            0.054931,             0.20105,            0.011091,           0.0021257,           0.0021257,           0.0021257
                 232,            0.021696,            0.018351,           0.0024647,             0.94273,             0.87143,             0.93353,              0.4884,            0.051328,             0.19063,            0.011105,           0.0021135,           0.0021135,           0.0021135
                 233,              0.0214,            0.016528,           0.0022036,             0.97057,             0.86634,             0.93524,             0.49003,             0.05168,             0.18489,            0.010251,           0.0021019,           0.0021019,           0.0021019
                 234,            0.022616,            0.016488,           0.0025417,             0.95015,             0.84382,             0.93405,             0.47345,            0.053299,             0.19733,            0.011312,           0.0020909,           0.0020909,           0.0020909
                 235,            0.020864,            0.016441,           0.0022696,              0.9546,             0.82088,             0.93181,             0.50702,            0.046575,              0.2054,            0.010953,           0.0020806,           0.0020806,           0.0020806
                 236,            0.022075,            0.017183,           0.0026144,             0.95207,              0.8754,             0.93728,             0.49324,            0.042629,             0.18674,            0.008461,           0.0020709,           0.0020709,           0.0020709
                 237,            0.022237,            0.016165,           0.0025322,             0.94611,             0.89916,             0.94147,             0.47594,            0.040627,             0.17718,           0.0066643,           0.0020617,           0.0020617,           0.0020617
                 238,            0.021216,            0.016232,           0.0024257,             0.94537,             0.90383,             0.94128,             0.45745,            0.039071,             0.17164,           0.0058419,           0.0020533,           0.0020533,           0.0020533
                 239,            0.021488,            0.017264,           0.0023391,             0.96341,             0.88682,             0.94139,             0.45501,            0.035493,             0.17293,           0.0059182,           0.0020454,           0.0020454,           0.0020454
                 240,            0.020456,            0.018559,           0.0024329,             0.94986,             0.90009,             0.94009,             0.43682,             0.03821,             0.18275,           0.0070431,           0.0020382,           0.0020382,           0.0020382
                 241,            0.021901,            0.016478,           0.0022706,             0.95312,               0.889,             0.94012,             0.49165,            0.037896,             0.18081,           0.0065603,           0.0020315,           0.0020315,           0.0020315
                 242,            0.021264,            0.017605,            0.002236,             0.95947,             0.87516,             0.93967,              0.4799,            0.038805,             0.17846,           0.0062191,           0.0020256,           0.0020256,           0.0020256
                 243,            0.021889,            0.016354,           0.0024204,             0.94059,             0.88129,             0.93888,             0.48183,            0.045518,             0.17746,           0.0072041,           0.0020202,           0.0020202,           0.0020202
                 244,             0.02108,            0.015752,           0.0024404,             0.95201,             0.86215,             0.93559,             0.46631,            0.049317,             0.18054,           0.0079113,           0.0020155,           0.0020155,           0.0020155
                 245,            0.020168,            0.016465,           0.0022592,              0.8897,             0.88575,             0.93459,             0.47674,            0.049417,             0.19037,           0.0080688,           0.0020114,           0.0020114,           0.0020114
                 246,            0.020883,            0.015232,           0.0024307,             0.93751,             0.80386,             0.93349,             0.49681,            0.049519,             0.19881,           0.0080265,           0.0020079,           0.0020079,           0.0020079
                 247,            0.022463,            0.015966,           0.0023067,             0.93312,             0.80241,             0.93287,             0.45596,            0.049474,             0.20762,           0.0083208,           0.0020051,           0.0020051,           0.0020051
                 248,            0.021133,            0.015634,           0.0025579,             0.94172,             0.86699,             0.92774,             0.47737,            0.051589,             0.19984,           0.0080533,           0.0020028,           0.0020028,           0.0020028
                 249,            0.022294,            0.016386,           0.0023631,             0.96286,             0.83187,             0.92716,             0.45137,            0.057011,             0.19574,           0.0083344,           0.0020013,           0.0020013,           0.0020013
