               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 107,            0.053691,            0.041345,            0.015558,             0.88356,             0.72404,             0.69236,             0.30789,            0.046699,            0.086423,            0.010618,           0.0029974,           0.0029974,            0.049097
                 108,             0.05169,            0.040926,            0.015524,              0.8415,             0.72848,             0.68119,             0.32179,            0.047816,            0.083119,            0.010602,           0.0029913,           0.0029913,            0.048591
                 109,            0.047666,            0.040754,            0.015855,               0.775,             0.72468,             0.66642,             0.35633,            0.043163,            0.085577,            0.011246,           0.0029846,           0.0029846,            0.048085
                 110,            0.053435,            0.044649,            0.016849,             0.68718,             0.72468,             0.62928,             0.34626,            0.041052,             0.08571,            0.011481,           0.0029773,           0.0029773,            0.047577
                 111,            0.050808,            0.041417,            0.015629,             0.86847,             0.72468,             0.69136,             0.34179,            0.043923,             0.08349,            0.011047,           0.0029696,           0.0029696,             0.04707
                 112,            0.053761,            0.045018,            0.016007,             0.69558,             0.72435,             0.64913,             0.31595,            0.043986,            0.084615,            0.010896,           0.0029613,           0.0029613,            0.046561
                 113,            0.052404,            0.041552,            0.013999,             0.90721,             0.72158,             0.68668,             0.37311,            0.039637,            0.085047,            0.011299,           0.0029525,           0.0029525,            0.046052
                 114,            0.047711,            0.043699,            0.014882,             0.90904,             0.72383,             0.69449,             0.33599,            0.037651,            0.082172,            0.010769,           0.0029431,           0.0029431,            0.045543
                 115,            0.044535,            0.043623,            0.014292,             0.76516,             0.64135,             0.58364,             0.28427,            0.041439,            0.085182,            0.010677,           0.0029333,           0.0029333,            0.045033
                 116,            0.048169,            0.042368,            0.014887,             0.92668,             0.72434,             0.69605,             0.33747,            0.038641,            0.084763,            0.010868,           0.0029231,           0.0029231,            0.044523
                 117,            0.045871,            0.043041,            0.014774,             0.87732,             0.64135,             0.59621,              0.2882,            0.048725,            0.083305,            0.010484,           0.0029123,           0.0029123,            0.044012
                 118,            0.049643,            0.041936,            0.014841,             0.91196,             0.71743,             0.68997,             0.28791,            0.041624,            0.082318,            0.010637,           0.0029011,           0.0029011,            0.043501
                 119,            0.045364,            0.039028,            0.014877,             0.86867,             0.71827,             0.67127,             0.31298,            0.033612,            0.083449,            0.010605,           0.0028895,           0.0028895,            0.042989
                 120,            0.048134,            0.040771,            0.015206,             0.90397,             0.73109,             0.69563,             0.36671,            0.035071,            0.083927,             0.01059,           0.0028774,           0.0028774,            0.042477
                 121,            0.047385,            0.042883,            0.014571,             0.91173,             0.73109,             0.69379,             0.38479,             0.03545,            0.083813,            0.010599,           0.0028649,           0.0028649,            0.041965
                 122,            0.047294,            0.042443,            0.014321,             0.85606,             0.72468,             0.68731,             0.38241,            0.044007,             0.08314,            0.010207,           0.0028521,           0.0028521,            0.041452
                 123,            0.048278,             0.04171,            0.014176,             0.91498,              0.7241,             0.69742,             0.39685,            0.034384,            0.082347,            0.010712,           0.0028388,           0.0028388,            0.040939
                 124,            0.045623,            0.043911,            0.015116,             0.91145,             0.70547,             0.69883,              0.4033,            0.042822,            0.082577,            0.010881,           0.0028252,           0.0028252,            0.040425
                 125,            0.045114,            0.042192,            0.014266,             0.92608,             0.70232,             0.69864,             0.35992,            0.042291,             0.08643,            0.012045,           0.0028112,           0.0028112,            0.039911
                 126,            0.044828,            0.042687,            0.014596,              0.8362,             0.73093,             0.68417,             0.27797,            0.045042,            0.084072,            0.011047,           0.0027968,           0.0027968,            0.039397
                 127,            0.042209,            0.044302,            0.014402,              0.8635,             0.73093,             0.68514,              0.3063,            0.043002,            0.083819,            0.010376,           0.0027822,           0.0027822,            0.038882
                 128,            0.046508,            0.039691,            0.013951,             0.85518,             0.70529,             0.64916,             0.32381,            0.042173,            0.083182,            0.010702,           0.0027672,           0.0027672,            0.038367
                 129,            0.040115,            0.040643,            0.014778,             0.90564,             0.62226,             0.65968,             0.37796,            0.041748,             0.10662,            0.015573,           0.0027519,           0.0027519,            0.037852
                 130,            0.043969,            0.041795,            0.013697,             0.91831,             0.61107,              0.6475,             0.37688,            0.047942,             0.11403,            0.017703,           0.0027364,           0.0027364,            0.037336
                 131,            0.039349,             0.04118,             0.01371,             0.91013,             0.64811,             0.68411,             0.40345,            0.034978,            0.088281,            0.012884,           0.0027205,           0.0027205,            0.036821
                 132,            0.042607,            0.036455,            0.014406,             0.92444,             0.70782,             0.69616,             0.39907,            0.036759,            0.083976,            0.011258,           0.0027045,           0.0027045,            0.036304
                 133,            0.043385,            0.042582,            0.013474,             0.90224,             0.72962,              0.7039,             0.32079,            0.032678,            0.082742,            0.010106,           0.0026882,           0.0026882,            0.035788
                 134,            0.044125,            0.042658,              0.0132,             0.93003,             0.73113,             0.70734,             0.37226,            0.028524,            0.082201,            0.010062,           0.0026716,           0.0026716,            0.035272
                 135,             0.04135,            0.042308,            0.013799,             0.92369,             0.72167,             0.70522,             0.37691,            0.033335,            0.082474,           0.0099967,           0.0026549,           0.0026549,            0.034755
                 136,            0.046838,            0.040793,            0.014284,             0.90082,             0.59017,             0.62274,             0.33574,            0.056185,             0.13322,            0.018007,            0.002638,            0.002638,            0.034238
                 137,            0.039879,            0.042349,            0.013527,             0.91971,             0.71334,             0.69662,             0.40483,            0.035166,            0.083379,           0.0099344,           0.0026209,           0.0026209,            0.033721
                 138,            0.042175,            0.043111,            0.012773,             0.92634,             0.72829,             0.70696,             0.34738,            0.040497,            0.083318,            0.010024,           0.0026037,           0.0026037,            0.033204
                 139,             0.03968,             0.03918,            0.013256,             0.90245,             0.73062,             0.70489,             0.37197,            0.038523,            0.084482,            0.010062,           0.0025863,           0.0025863,            0.032686
                 140,            0.043675,             0.03911,             0.01378,             0.91968,             0.73361,             0.70855,             0.38931,            0.029637,            0.083231,            0.010287,           0.0025688,           0.0025688,            0.032169
                 141,             0.03733,            0.037904,            0.013193,             0.92713,             0.73466,             0.70655,              0.3716,            0.032963,            0.082862,            0.010216,           0.0025512,           0.0025512,            0.031651
                 142,            0.040591,            0.037735,            0.012294,             0.84866,              0.7218,             0.68888,             0.33555,            0.031364,            0.083552,            0.010127,           0.0025335,           0.0025335,            0.031134
                 143,            0.042265,            0.040419,            0.012787,             0.85832,             0.73262,             0.69344,             0.36338,             0.03273,            0.082107,           0.0099559,           0.0025158,           0.0025158,            0.030616
                 144,            0.040003,            0.039996,            0.013205,             0.85695,             0.73718,             0.68991,              0.3434,            0.035631,            0.082314,           0.0096553,            0.002498,            0.002498,            0.030098
                 145,            0.041831,            0.041767,            0.014116,             0.92717,             0.73266,             0.70264,             0.34005,             0.02822,            0.082453,           0.0099665,           0.0024802,           0.0024802,             0.02958
                 146,            0.038826,             0.04068,            0.013132,             0.92832,             0.72993,             0.70725,             0.31522,            0.031113,             0.08316,            0.010053,           0.0024624,           0.0024624,            0.029062
                 147,            0.037721,            0.039873,            0.013028,             0.85777,             0.73073,              0.6872,             0.32818,            0.031615,             0.08347,            0.010063,           0.0024446,           0.0024446,            0.028545
                 148,            0.038765,            0.040112,            0.012887,             0.85011,             0.71888,             0.68785,              0.3618,            0.029763,            0.082346,            0.010011,           0.0024268,           0.0024268,            0.028027
                 149,            0.039519,             0.04064,            0.013546,             0.86211,             0.71624,              0.6827,             0.36915,            0.026269,            0.082638,           0.0099286,            0.002409,            0.002409,            0.027509
